Year,Country / territory of asylum/residence,Origin,Refugees (incl. refugee-like situations),Returned refugees,Total Population
2008,Italy,Burundi,19,0,19
2008,Italy,Benin,23,0,23
2008,Italy,Burkina Faso,185,0,185
2008,Italy,Bangladesh,493,0,493
2008,Italy,Bosnia and Herzegovina,70,4,74
2008,Italy,Belarus,15,0,15
2008,Italy,Bolivia (Plurinational State of),4,0,4
2008,Italy,Brazil,4,0,4
2008,Italy,Bhutan,1,0,1
2008,Italy,Central African Rep.,10,0,10
2008,Italy,Chile,3,0,3
2008,Italy,China,38,0,38
2008,Italy,Côte d'Ivoire,2454,0,2454
2008,Italy,Cameroon,421,0,421
2008,Italy,Dem. Rep. of the Congo,479,0,479
2008,Italy,Congo,654,0,654
2008,Italy,Colombia,399,0,399
2008,Italy,Cabo Verde,17,0,17
2008,Italy,Cuba,54,0,54
2008,Italy,Djibouti,1,0,1
2008,Italy,Algeria,49,0,49
2008,Italy,Ecuador,5,0,5
2008,Italy,Egypt,15,0,15
2008,Italy,Eritrea,9033,0,9033
2008,Italy,Ethiopia,2148,0,2148
2008,Italy,Gabon,1,0,1
2008,Italy,Georgia,65,0,65
2008,Italy,Ghana,440,0,440
2008,Italy,Guinea,329,0,329
2008,Italy,Gambia,123,0,123
2008,Italy,Guinea-Bissau,5,0,5
2008,Italy,Equatorial Guinea,1,0,1
2008,Italy,Guatemala,3,0,3
2008,Italy,Honduras,1,0,1
2008,Italy,Croatia,3,0,3
2008,Italy,India,53,0,53
2008,Italy,Iran (Islamic Rep. of),617,0,617
2008,Italy,Iraq,1614,0,1614
2008,Italy,Italy,0,0,722
2008,Italy,Jordan,4,0,4
2008,Italy,Kazakhstan,5,0,5
2008,Italy,Kenya,31,0,31
2008,Italy,Kyrgyzstan,3,0,3
2008,Italy,Cambodia,6,0,6
2008,Italy,Kuwait,3,0,3
2008,Italy,Lebanon,166,0,166
2008,Italy,Liberia,1329,0,1329
2008,Italy,Libya,2,0,2
2008,Italy,Sri Lanka,861,0,861
2008,Italy,Lithuania,1,0,1
2008,Italy,Morocco,41,0,41
2008,Italy,Rep. of Moldova,98,0,98
2008,Italy,The former Yugoslav Republic of Macedonia,209,0,209
2008,Italy,Mali,75,0,75
2008,Italy,Myanmar,6,0,6
2008,Italy,Mongolia,5,0,5
2008,Italy,Mauritania,44,0,44
2008,Italy,Malawi,1,0,1
2008,Italy,Niger,39,0,39
2008,Italy,Nigeria,1454,0,1454
2008,Italy,Nepal,3,0,3
2008,Italy,Pakistan,555,0,555
2008,Italy,Peru,8,0,8
2008,Italy,Poland,1,0,1
2008,Italy,Palestinian,110,0,110
2008,Italy,Romania,73,0,73
2008,Italy,Russian Federation,300,0,300
2008,Italy,Rwanda,67,0,67
2008,Italy,Saudi Arabia,2,0,2
2008,Italy,Sudan,2041,0,2041
2008,Italy,Senegal,64,0,64
2008,Italy,Sierra Leone,355,0,355
2008,Italy,El Salvador,11,0,11
2008,Italy,Somalia,5251,0,5251
2008,Italy,Serbia and Kosovo (S/RES/1244 (1999)),4244,6,4250
2008,Italy,Syrian Arab Rep.,110,0,110
2008,Italy,Chad,44,0,44
2008,Italy,Togo,1387,0,1387
2008,Italy,Tajikistan,1,0,1
2008,Italy,Tunisia,68,0,68
2008,Italy,Turkey,1811,0,1811
2008,Italy,United Rep. of Tanzania,2,0,2
2008,Italy,Uganda,19,0,19
2008,Italy,Ukraine,63,0,63
2008,Italy,Uruguay,3,0,3
2008,Italy,Uzbekistan,2,0,2
2008,Italy,Viet Nam,14,0,14
2008,Italy,Stateless,9,0,9
2008,Italy,Various/Unknown,3442,0,3442
2008,Italy,Yemen,1,0,1
2008,Italy,South Africa,1,0,1
2008,Italy,Zimbabwe,10,0,10
2008,Jordan,Afghanistan,1,0,1
2008,Jordan,Bosnia and Herzegovina,12,0,17
2008,Jordan,Dem. Rep. of the Congo,0,0,4
2008,Jordan,Cuba,2,0,2
2008,Jordan,Algeria,1,0,5
2008,Jordan,Egypt,11,0,84
2008,Jordan,Eritrea,0,0,1
2008,Jordan,Ethiopia,0,0,1
2008,Jordan,Georgia,0,0,4
2008,Jordan,Ghana,0,0,1
2008,Jordan,Iran (Islamic Rep. of),0,0,6
2008,Jordan,Iraq,500000,1370,501370
2008,Jordan,Israel,0,0,4
2008,Jordan,Kuwait,0,0,2
2008,Jordan,Lebanon,5,0,17
2008,Jordan,Libya,2,0,2
2008,Jordan,Sri Lanka,1,0,2
2008,Jordan,Morocco,0,0,1
2008,Jordan,Pakistan,0,0,1
2008,Jordan,Russian Federation,109,0,113
2008,Jordan,Saudi Arabia,0,0,1
2008,Jordan,Sudan,44,0,201
2008,Jordan,Somalia,134,0,349
2008,Jordan,Syrian Arab Rep.,44,0,168
2008,Jordan,Togo,1,0,1
2008,Jordan,Tunisia,3,0,11
2008,Jordan,Turkey,1,0,3
2008,Jordan,Ukraine,0,0,1
2008,Jordan,Stateless,42,0,89
2008,Jordan,Yemen,0,0,6
2008,Japan,Afghanistan,56,0,67
2008,Japan,Burundi,4,0,4
2008,Japan,Bangladesh,1,0,36
2008,Japan,China,43,0,74
2008,Japan,Cameroon,0,0,29
2008,Japan,Dem. Rep. of the Congo,2,0,15
2008,Japan,Colombia,0,0,4
2008,Japan,Ethiopia,11,0,87
2008,Japan,Ghana,0,0,4
2008,Japan,Guinea,0,0,3
2008,Japan,Guinea-Bissau,0,0,1
2008,Japan,India,0,0,18
2008,Japan,Iran (Islamic Rep. of),36,1,72
2008,Japan,Iraq,7,0,11
2008,Japan,Jordan,0,0,2
2008,Japan,Japan,0,0,1573
2008,Japan,Cambodia,79,0,79
2008,Japan,Sri Lanka,6,0,82
2008,Japan,Myanmar,746,0,1847
2008,Japan,Nigeria,0,0,7
2008,Japan,Nepal,0,0,13
2008,Japan,Pakistan,12,0,56
2008,Japan,Philippines,0,0,2
2008,Japan,Dem. People's Rep. of Korea,0,0,1
2008,Japan,Russian Federation,0,0,6
2008,Japan,Sudan,16,0,19
2008,Japan,Somalia,2,0,2
2008,Japan,Turkey,13,1,131
2008,Japan,Uganda,0,0,10
2008,Japan,Viet Nam,867,0,873
2008,Japan,Stateless,4,0,8
2008,Japan,Various/Unknown,114,0,743
2008,Japan,Zambia,0,0,3
2008,Kazakhstan,Afghanistan,493,0,549
2008,Kazakhstan,China,19,0,33
2008,Kazakhstan,Ethiopia,2,0,2
2008,Kazakhstan,Iraq,4,0,4
2008,Kazakhstan,Kazakhstan,0,0,7602
2008,Kazakhstan,Kyrgyzstan,5,0,19
2008,Kazakhstan,Palestinian,0,0,1
2008,Kazakhstan,Russian Federation,3692,0,3692
2008,Kazakhstan,Sudan,0,0,1
2008,Kazakhstan,Somalia,2,0,2
2008,Kazakhstan,Turkmenistan,0,0,1
2008,Kazakhstan,Uzbekistan,135,0,174
2008,Kenya,Burundi,1313,6,1448
2008,Kenya,Dem. Rep. of the Congo,2927,0,3458
2008,Kenya,Cuba,0,0,1
2008,Kenya,Djibouti,2,0,2
2008,Kenya,Eritrea,779,0,891
2008,Kenya,Ethiopia,22649,1,29204
2008,Kenya,Kenya,0,0,850000
2008,Kenya,Sri Lanka,1,0,4
2008,Kenya,Namibia,1,0,1
2008,Kenya,Nigeria,0,0,1
2008,Kenya,Pakistan,0,0,3
2008,Kenya,Rwanda,2524,0,2634
2008,Kenya,Sudan,28496,9876,38811
2008,Kenya,Somalia,259121,0,259815
2008,Kenya,United Rep. of Tanzania,2,0,4
2008,Kenya,Uganda,2789,1,2960
2008,Kenya,South Africa,1,0,1
2008,Kenya,Zimbabwe,0,0,11
2008,Kyrgyzstan,Afghanistan,267,13,705
2008,Kyrgyzstan,China,2,0,6
2008,Kyrgyzstan,India,0,0,1
2008,Kyrgyzstan,Iran (Islamic Rep. of),8,0,21
2008,Kyrgyzstan,Iraq,0,0,3
2008,Kyrgyzstan,Kazakhstan,0,0,5
2008,Kyrgyzstan,Kyrgyzstan,0,0,19943
2008,Kyrgyzstan,Pakistan,0,0,3
2008,Kyrgyzstan,Dem. People's Rep. of Korea,6,0,7
2008,Kyrgyzstan,Palestinian,0,0,1
2008,Kyrgyzstan,Russian Federation,0,0,120
2008,Kyrgyzstan,Syrian Arab Rep.,4,0,18
2008,Kyrgyzstan,Turkey,0,0,1
2008,Kyrgyzstan,Uzbekistan,88,5,265
2008,Kyrgyzstan,Stateless,0,0,2
2008,Cambodia,Afghanistan,1,0,1
2008,Cambodia,China,0,0,1
2008,Cambodia,Dem. Rep. of the Congo,1,0,1
2008,Cambodia,Algeria,1,0,1
2008,Cambodia,Sri Lanka,4,0,4
2008,Cambodia,Myanmar,5,0,10
2008,Cambodia,Pakistan,1,0,1
2008,Cambodia,Sudan,1,0,1
2008,Cambodia,Somalia,10,0,11
2008,Cambodia,Viet Nam,140,315,509
2008,Rep. of Korea,Afghanistan,2,0,2
2008,Rep. of Korea,Angola,0,0,2
2008,Rep. of Korea,Burundi,1,0,2
2008,Rep. of Korea,Bangladesh,19,0,73
2008,Rep. of Korea,China,12,0,112
2008,Rep. of Korea,Côte d'Ivoire,8,0,59
2008,Rep. of Korea,Cameroon,4,0,11
2008,Rep. of Korea,Dem. Rep. of the Congo,24,0,59
2008,Rep. of Korea,Congo,0,0,1
2008,Rep. of Korea,Algeria,4,0,4
2008,Rep. of Korea,Egypt,0,0,3
2008,Rep. of Korea,Eritrea,1,0,1
2008,Rep. of Korea,Ethiopia,20,0,42
2008,Rep. of Korea,Ghana,1,0,87
2008,Rep. of Korea,India,0,0,1
2008,Rep. of Korea,Iran (Islamic Rep. of),7,0,21
2008,Rep. of Korea,Iraq,3,0,7
2008,Rep. of Korea,Kenya,1,0,12
2008,Rep. of Korea,Rep. of Korea,0,0,236
2008,Rep. of Korea,Liberia,0,0,39
2008,Rep. of Korea,Sri Lanka,0,0,142
2008,Rep. of Korea,Morocco,0,0,1
2008,Rep. of Korea,Mali,0,0,1
2008,Rep. of Korea,Myanmar,57,0,178
2008,Rep. of Korea,Mozambique,0,0,1
2008,Rep. of Korea,Niger,0,0,1
2008,Rep. of Korea,Nigeria,1,0,123
2008,Rep. of Korea,Nepal,0,0,295
2008,Rep. of Korea,Pakistan,1,0,49
2008,Rep. of Korea,Russian Federation,1,0,5
2008,Rep. of Korea,Rwanda,2,0,3
2008,Rep. of Korea,Sudan,0,0,3
2008,Rep. of Korea,Somalia,2,0,2
2008,Rep. of Korea,Togo,0,0,3
2008,Rep. of Korea,United Rep. of Tanzania,0,0,1
2008,Rep. of Korea,Uganda,1,0,103
2008,Rep. of Korea,Uzbekistan,0,0,3
2008,Rep. of Korea,Yemen,0,0,1
2008,Rep. of Korea,South Africa,0,0,8
2008,Kuwait,Afghanistan,0,0,1796
2008,Kuwait,Bangladesh,0,0,3
2008,Kuwait,Egypt,0,0,1
2008,Kuwait,Eritrea,0,0,5
2008,Kuwait,Iran (Islamic Rep. of),44,0,122
2008,Kuwait,Iraq,30193,0,30612
2008,Kuwait,Kuwait,0,0,92000
2008,Kuwait,Sri Lanka,0,0,4
2008,Kuwait,Nepal,0,0,1
2008,Kuwait,Palestinian,6000,0,6111
2008,Kuwait,Sudan,1,0,1
2008,Kuwait,Somalia,2000,0,2034
2008,Kuwait,Syrian Arab Rep.,0,0,9
2008,Kuwait,Stateless,0,0,187
2008,Lebanon,Afghanistan,8,0,14
2008,Lebanon,Burkina Faso,0,0,1
2008,Lebanon,Bangladesh,0,0,1
2008,Lebanon,Algeria,4,0,6
2008,Lebanon,Egypt,20,0,23
2008,Lebanon,Eritrea,5,0,5
2008,Lebanon,Ethiopia,19,0,20
2008,Lebanon,United Kingdom,1,0,1
2008,Lebanon,Ghana,1,0,1
2008,Lebanon,Iran (Islamic Rep. of),29,0,35
2008,Lebanon,Iraq,50000,114,50297
2008,Lebanon,Jordan,17,0,34
2008,Lebanon,Kuwait,1,0,2
2008,Lebanon,Liberia,0,0,2
2008,Lebanon,Libya,1,0,1
2008,Lebanon,Sri Lanka,7,0,8
2008,Lebanon,Morocco,0,0,1
2008,Lebanon,Philippines,7,0,7
2008,Lebanon,Palestinian,29,0,30
2008,Lebanon,Romania,1,0,1
2008,Lebanon,Rwanda,0,0,1
2008,Lebanon,Saudi Arabia,1,0,1
2008,Lebanon,Sudan,101,1,308
2008,Lebanon,Sierra Leone,4,0,6
2008,Lebanon,Somalia,36,0,40
2008,Lebanon,Syrian Arab Rep.,84,0,150
2008,Lebanon,Chad,0,0,1
2008,Lebanon,Tunisia,10,0,10
2008,Lebanon,Turkey,15,0,19
2008,Lebanon,United States of America,1,0,1
2008,Lebanon,Stateless,11,0,25
2008,Lebanon,Yemen,6,0,6
2008,Liberia,Burkina Faso,4,0,4
2008,Liberia,Côte d'Ivoire,6607,0,6613
2008,Liberia,Dem. Rep. of the Congo,5,0,6
2008,Liberia,Algeria,1,0,1
2008,Liberia,Ethiopia,1,0,1
2008,Liberia,Ghana,2,0,3
2008,Liberia,Guinea,0,0,1
2008,Liberia,Iraq,3,0,3
2008,Liberia,Mauritania,1,0,1
2008,Liberia,Nigeria,1,0,1
2008,Liberia,Palestinian,1,0,1
2008,Liberia,Rwanda,1,0,2
2008,Liberia,Sudan,10,3,15
2008,Liberia,Sierra Leone,3579,2,3586
2008,Liberia,Somalia,1,0,1
2008,Liberia,Chad,1,0,1
2008,Liberia,Togo,4,0,23
2008,Liberia,Uganda,2,0,2
2008,Libya,Burundi,3,0,3
2008,Libya,Benin,0,0,1
2008,Libya,Bangladesh,0,0,4
2008,Libya,Bosnia and Herzegovina,4,0,4
2008,Libya,Central African Rep.,0,0,2
2008,Libya,Côte d'Ivoire,26,0,36
2008,Libya,Cameroon,1,0,11
2008,Libya,Dem. Rep. of the Congo,32,0,100
2008,Libya,Congo,0,0,3
2008,Libya,Algeria,8,0,15
2008,Libya,Egypt,4,0,30
2008,Libya,Eritrea,312,0,1453
2008,Libya,Western Sahara,0,0,1
2008,Libya,Ethiopia,53,0,272
2008,Libya,Ghana,0,0,9
2008,Libya,Iraq,2217,44,3057
2008,Libya,Jordan,0,0,7
2008,Libya,Liberia,147,0,202
2008,Libya,Morocco,0,0,12
2008,Libya,Mali,0,0,3
2008,Libya,Mauritania,2,0,2
2008,Libya,Namibia,0,0,1
2008,Libya,Niger,0,0,16
2008,Libya,Nigeria,2,0,11
2008,Libya,Pakistan,0,0,1
2008,Libya,Palestinian,2842,0,2905
2008,Libya,Rwanda,9,0,17
2008,Libya,Sudan,372,0,1957
2008,Libya,Sierra Leone,94,5,130
2008,Libya,Somalia,573,0,758
2008,Libya,Serbia and Kosovo (S/RES/1244 (1999)),0,0,1
2008,Libya,Syrian Arab Rep.,0,0,12
2008,Libya,Chad,8,0,554
2008,Libya,Togo,1,0,2
2008,Libya,United Rep. of Tanzania,3,0,3
2008,Libya,Stateless,0,0,1
2008,Saint Lucia,Sri Lanka,0,0,1
2008,Liechtenstein,Armenia,14,0,16
2008,Liechtenstein,Bosnia and Herzegovina,2,0,5
2008,Liechtenstein,China,0,0,2
2008,Liechtenstein,Algeria,1,0,2
2008,Liechtenstein,Iran (Islamic Rep. of),2,0,2
2008,Liechtenstein,Russian Federation,0,0,1
2008,Liechtenstein,Somalia,0,0,5
2008,Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),62,0,62
2008,Liechtenstein,Various/Unknown,8,0,8
2008,Sri Lanka,Afghanistan,3,0,6
2008,Sri Lanka,Egypt,0,0,1
2008,Sri Lanka,Iran (Islamic Rep. of),0,0,2
2008,Sri Lanka,Iraq,12,0,12
2008,Sri Lanka,Sri Lanka,0,0,525600
2008,Sri Lanka,Maldives,0,0,1
2008,Sri Lanka,Myanmar,55,0,57
2008,Sri Lanka,Pakistan,176,0,560
2008,Sri Lanka,Palestinian,23,0,23
2008,Lithuania,Afghanistan,97,0,98
2008,Lithuania,Azerbaijan,3,0,3
2008,Lithuania,Belarus,8,0,12
2008,Lithuania,China,0,0,1
2008,Lithuania,Cameroon,5,0,5
2008,Lithuania,Dem. Rep. of the Congo,1,0,1
2008,Lithuania,Cuba,3,0,7
2008,Lithuania,Algeria,0,0,1
2008,Lithuania,Eritrea,3,0,3
2008,Lithuania,Ethiopia,3,0,3
2008,Lithuania,Georgia,2,0,4
2008,Lithuania,Iran (Islamic Rep. of),6,0,6
2008,Lithuania,Iraq,12,0,12
2008,Lithuania,Israel,2,0,2
2008,Lithuania,Sri Lanka,1,0,7
2008,Lithuania,Lithuania,0,0,5900
2008,Lithuania,Nigeria,4,0,5
2008,Lithuania,Pakistan,2,0,7
2008,Lithuania,Russian Federation,553,0,625
2008,Lithuania,Somalia,22,0,22
2008,Lithuania,Serbia and Kosovo (S/RES/1244 (1999)),0,0,1
2008,Lithuania,Syrian Arab Rep.,3,0,3
2008,Lithuania,Togo,1,0,1
2008,Lithuania,Tajikistan,1,0,1
2008,Lithuania,Uzbekistan,10,0,11
2008,Lithuania,Viet Nam,1,0,1
2008,Lithuania,Stateless,6,0,6
2008,Lithuania,Yemen,1,0,1
2008,Lithuania,Zimbabwe,1,0,2
2008,Luxembourg,Luxembourg,0,0,162
2008,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),0,31,31
2008,Luxembourg,Various/Unknown,3109,0,3138
2008,Latvia,Afghanistan,1,0,9
2008,Latvia,Azerbaijan,4,0,4
2008,Latvia,Belarus,5,0,6
2008,Latvia,Cameroon,0,0,1
2008,Latvia,Dem. Rep. of the Congo,1,0,1
2008,Latvia,Cuba,2,0,2
2008,Latvia,Georgia,0,0,15
2008,Latvia,Iraq,2,0,2
2008,Latvia,Kenya,2,0,2
2008,Latvia,Kyrgyzstan,0,0,1
2008,Latvia,Sri Lanka,0,0,2
2008,Latvia,Latvia,0,0,365417
2008,Latvia,Pakistan,3,0,3
2008,Latvia,Palestinian,1,0,1
2008,Latvia,Russian Federation,3,0,7
2008,Latvia,Sudan,1,0,1
2008,Latvia,Somalia,7,0,7
2008,Latvia,Syrian Arab Rep.,0,0,3
2008,Latvia,Tajikistan,0,0,1
2008,Morocco,Angola,4,0,13
2008,Morocco,Benin,0,0,3
2008,Morocco,Burkina Faso,0,0,1
2008,Morocco,Central African Rep.,1,0,2
2008,Morocco,China,4,0,4
2008,Morocco,Côte d'Ivoire,282,4,335
2008,Morocco,Cameroon,4,0,32
2008,Morocco,Dem. Rep. of the Congo,213,0,404
2008,Morocco,Congo,13,0,20
2008,Morocco,Algeria,5,0,9
2008,Morocco,Eritrea,1,0,3
2008,Morocco,Ghana,0,0,4
2008,Morocco,Guinea,1,0,4
2008,Morocco,Gambia,0,0,2
2008,Morocco,Guinea-Bissau,0,0,4
2008,Morocco,Iran (Islamic Rep. of),1,0,1
2008,Morocco,Iraq,135,0,172
2008,Morocco,Kenya,0,0,4
2008,Morocco,Lebanon,0,0,3
2008,Morocco,Liberia,22,0,35
2008,Morocco,Sri Lanka,1,0,1
2008,Morocco,Mali,0,0,1
2008,Morocco,Mauritania,0,0,1
2008,Morocco,Niger,1,0,4
2008,Morocco,Nigeria,5,0,59
2008,Morocco,Pakistan,7,0,7
2008,Morocco,Palestinian,25,0,36
2008,Morocco,Rwanda,4,0,7
2008,Morocco,Sudan,6,0,12
2008,Morocco,Senegal,0,0,2
2008,Morocco,Sierra Leone,20,4,30
2008,Morocco,Somalia,3,0,5
2008,Morocco,Chad,4,0,8
2008,Morocco,Togo,1,0,3
2008,Morocco,Tunisia,3,0,4
2008,Morocco,United Rep. of Tanzania,0,0,1
2008,Morocco,Uganda,0,0,4
2008,Morocco,Zimbabwe,0,0,3
2008,Rep. of Moldova,Afghanistan,10,0,12
2008,Rep. of Moldova,Angola,1,0,1
2008,Rep. of Moldova,Armenia,27,0,35
2008,Rep. of Moldova,Azerbaijan,8,0,9
2008,Rep. of Moldova,Egypt,3,0,3
2008,Rep. of Moldova,Eritrea,1,0,1
2008,Rep. of Moldova,Georgia,4,0,8
2008,Rep. of Moldova,Ghana,0,0,1
2008,Rep. of Moldova,India,1,0,1
2008,Rep. of Moldova,Iran (Islamic Rep. of),1,0,4
2008,Rep. of Moldova,Iraq,4,0,4
2008,Rep. of Moldova,Jordan,4,1,7
2008,Rep. of Moldova,Kazakhstan,1,0,1
2008,Rep. of Moldova,Kyrgyzstan,4,0,4
2008,Rep. of Moldova,Lebanon,0,0,1
2008,Rep. of Moldova,Liberia,1,0,1
2008,Rep. of Moldova,Rep. of Moldova,0,0,1807
2008,Rep. of Moldova,Mauritania,0,0,1
2008,Rep. of Moldova,Pakistan,1,0,3
2008,Rep. of Moldova,Palestinian,10,0,10
2008,Rep. of Moldova,Romania,1,0,2
2008,Rep. of Moldova,Russian Federation,32,3,37
2008,Rep. of Moldova,Sudan,11,0,11
2008,Rep. of Moldova,Sierra Leone,1,0,1
2008,Rep. of Moldova,Somalia,1,0,2
2008,Rep. of Moldova,Syrian Arab Rep.,12,0,14
2008,Rep. of Moldova,Tajikistan,1,0,1
2008,Rep. of Moldova,Turkmenistan,1,0,1
2008,Rep. of Moldova,Turkey,2,0,3
2008,Rep. of Moldova,United Rep. of Tanzania,1,0,1
2008,Rep. of Moldova,Uzbekistan,2,0,2
2008,Rep. of Moldova,Viet Nam,0,0,1
2008,Rep. of Moldova,Yemen,1,0,1
2008,Rep. of Moldova,Zimbabwe,1,0,1
2008,Mexico,Afghanistan,1,0,1
2008,Mexico,Angola,4,0,4
2008,Mexico,Albania,4,0,4
2008,Mexico,Burundi,1,0,1
2008,Mexico,Bangladesh,4,0,4
2008,Mexico,Bolivia (Plurinational State of),1,0,1
2008,Mexico,Brazil,0,0,1
2008,Mexico,Chile,2,0,3
2008,Mexico,China,4,0,4
2008,Mexico,Côte d'Ivoire,6,0,6
2008,Mexico,Cameroon,5,0,5
2008,Mexico,Dem. Rep. of the Congo,40,0,40
2008,Mexico,Congo,8,0,8
2008,Mexico,Colombia,178,0,178
2008,Mexico,Cuba,20,0,20
2008,Mexico,Algeria,1,0,1
2008,Mexico,Ecuador,1,0,1
2008,Mexico,Eritrea,4,0,4
2008,Mexico,Ethiopia,10,0,10
2008,Mexico,Ghana,3,0,3
2008,Mexico,Guatemala,274,0,276
2008,Mexico,Honduras,43,0,46
2008,Mexico,Haiti,126,0,127
2008,Mexico,Indonesia,1,0,1
2008,Mexico,India,3,0,3
2008,Mexico,Iran (Islamic Rep. of),7,0,7
2008,Mexico,Iraq,35,0,35
2008,Mexico,Jamaica,1,0,1
2008,Mexico,Jordan,1,0,1
2008,Mexico,Kenya,1,0,1
2008,Mexico,Rep. of Korea,1,0,1
2008,Mexico,Lebanon,1,0,1
2008,Mexico,Sri Lanka,6,0,6
2008,Mexico,The former Yugoslav Republic of Macedonia,1,0,1
2008,Mexico,Myanmar,8,0,8
2008,Mexico,Nigeria,3,0,3
2008,Mexico,Nicaragua,11,0,11
2008,Mexico,Nepal,5,0,5
2008,Mexico,Peru,8,0,8
2008,Mexico,Dem. People's Rep. of Korea,1,0,1
2008,Mexico,Palestinian,5,0,5
2008,Mexico,Romania,13,0,13
2008,Mexico,Russian Federation,6,0,6
2008,Mexico,Sudan,8,0,8
2008,Mexico,Senegal,2,0,2
2008,Mexico,Sierra Leone,1,0,1
2008,Mexico,El Salvador,171,0,181
2008,Mexico,Somalia,2,0,2
2008,Mexico,Serbia and Kosovo (S/RES/1244 (1999)),2,0,2
2008,Mexico,Togo,1,0,1
2008,Mexico,Tunisia,1,0,1
2008,Mexico,Turkey,1,0,1
2008,Mexico,Uzbekistan,2,0,2
2008,Mexico,Venezuela (Bolivarian Republic of),5,0,5
2008,Mexico,Viet Nam,1,0,1
2008,The former Yugoslav Republic of Macedonia,Albania,0,0,4
2008,The former Yugoslav Republic of Macedonia,Bulgaria,0,0,1
2008,The former Yugoslav Republic of Macedonia,Bosnia and Herzegovina,21,0,21
2008,The former Yugoslav Republic of Macedonia,The former Yugoslav Republic of Macedonia,0,0,1051
2008,The former Yugoslav Republic of Macedonia,Palestinian,1,0,3
2008,The former Yugoslav Republic of Macedonia,Somalia,0,0,1
2008,The former Yugoslav Republic of Macedonia,Serbia and Kosovo (S/RES/1244 (1999)),1650,70,1810
2008,The former Yugoslav Republic of Macedonia,Turkey,0,0,1
2008,The former Yugoslav Republic of Macedonia,Stateless,0,0,1
2008,Mali,Angola,0,0,2
2008,Mali,Burundi,51,0,58
2008,Mali,Benin,9,0,9
2008,Mali,Burkina Faso,1,0,4
2008,Mali,Central African Rep.,6,0,19
2008,Mali,Côte d'Ivoire,2078,0,3164
2008,Mali,Cameroon,20,0,37
2008,Mali,Dem. Rep. of the Congo,131,0,254
2008,Mali,Congo,45,0,74
2008,Mali,Algeria,1,0,1
2008,Mali,Eritrea,5,0,5
2008,Mali,Ethiopia,9,0,9
2008,Mali,Ghana,11,0,11
2008,Mali,Guinea,1,0,6
2008,Mali,Gambia,5,0,5
2008,Mali,Guinea-Bissau,19,0,19
2008,Mali,Iraq,0,0,5
2008,Mali,Lebanon,0,0,1
2008,Mali,Liberia,82,0,94
2008,Mali,Mauritania,6157,0,6289
2008,Mali,Niger,0,0,2
2008,Mali,Nigeria,76,0,103
2008,Mali,Rwanda,80,0,101
2008,Mali,Sudan,0,0,2
2008,Mali,Senegal,27,0,27
2008,Mali,Sierra Leone,665,0,1029
2008,Mali,Chad,42,0,56
2008,Mali,Togo,56,0,106
2008,Mali,Tunisia,0,0,1
2008,Mali,Uganda,1,0,1
2008,Malta,Afghanistan,8,0,8
2008,Malta,Benin,0,0,1
2008,Malta,Burkina Faso,0,0,6
2008,Malta,Bangladesh,0,0,3
2008,Malta,Côte d'Ivoire,25,0,77
2008,Malta,Dem. Rep. of the Congo,68,0,69
2008,Malta,Algeria,16,0,16
2008,Malta,Egypt,4,0,5
2008,Malta,Eritrea,990,0,1023
2008,Malta,Ethiopia,49,0,56
2008,Malta,Georgia,0,0,4
2008,Malta,Ghana,0,0,26
2008,Malta,Guinea,0,0,9
2008,Malta,Gambia,0,0,10
2008,Malta,Guinea-Bissau,0,0,1
2008,Malta,Iran (Islamic Rep. of),3,0,3
2008,Malta,Iraq,68,0,69
2008,Malta,Kazakhstan,0,0,1
2008,Malta,Liberia,6,0,14
2008,Malta,Libya,10,0,10
2008,Malta,Sri Lanka,19,0,19
2008,Malta,Latvia,4,0,4
2008,Malta,Morocco,8,0,8
2008,Malta,Mali,2,0,56
2008,Malta,Niger,0,0,22
2008,Malta,Nigeria,2,0,44
2008,Malta,Pakistan,2,0,2
2008,Malta,Palestinian,31,0,35
2008,Malta,Rwanda,1,0,1
2008,Malta,Sudan,244,0,253
2008,Malta,Senegal,0,0,1
2008,Malta,Sierra Leone,22,0,22
2008,Malta,Somalia,2085,0,2281
2008,Malta,Serbia and Kosovo (S/RES/1244 (1999)),17,0,17
2008,Malta,Slovenia,3,0,3
2008,Malta,Syrian Arab Rep.,11,0,11
2008,Malta,Chad,0,0,2
2008,Malta,Togo,0,0,7
2008,Malta,Tunisia,2,0,2
2008,Malta,Turkey,23,0,24
2008,Malta,Various/Unknown,609,0,1336
2008,Malta,Zimbabwe,0,0,1
2008,Myanmar,Myanmar,0,0,790861
2008,Montenegro,Albania,0,0,1
2008,Montenegro,Bosnia and Herzegovina,6168,5,6173
2008,Montenegro,Belarus,1,0,1
2008,Montenegro,Croatia,2361,0,2361
2008,Montenegro,The former Yugoslav Republic of Macedonia,1,0,1
2008,Montenegro,Montenegro,0,0,1500
2008,Montenegro,Serbia and Kosovo (S/RES/1244 (1999)),16210,94,16304
2008,Mongolia,China,11,0,11
2008,Mongolia,Mongolia,0,0,358
2008,Mozambique,Afghanistan,1,0,1
2008,Mozambique,Angola,1,0,12
2008,Mozambique,Burundi,718,32,1713
2008,Mozambique,Bangladesh,0,0,2
2008,Mozambique,Côte d'Ivoire,0,0,1
